School,Enrollment,Up to date,Up to date %,Conditional,PME,PBE,PBE (Religious),City
URBITA ELEMENTARY,87,87,100,0,0,0,0,SAN BERNARDINO
PEPPER TREE ELEMENTARY,87,83,95,0,0,4,0,UPLAND
VALENCIA ELEMENTARY,87,80,92,1,1,5,0,UPLAND
ACACIA ELEMENTARY,87,78,90,6,0,3,0,THOUSAND OAKS
BRIGHTWOOD ELEMENTARY,86,86,100,0,0,0,0,MONTEREY PARK
MONTEREY HIGHLANDS ELEMENTARY,86,84,98,0,0,2,1,MONTEREY PARK
JOHN C. FREMONT ELEMENTARY,86,75,87,9,0,2,0,GLENDALE
DUNSMORE ELEMENTARY,86,78,91,8,0,0,0,LA CRESCENTA
HUDNALL -CLAUDE- ELEMENTARY,86,67,78,19,0,0,0,INGLEWOOD
EMELITA ACADEMY CHARTER,86,81,94,4,0,1,0,ENCINO
CITY TERRACE ELEMENTARY,86,64,74,22,0,0,0,LOS ANGELES
MENLO AVENUE ELEMENTARY,86,37,43,49,0,0,0,LOS ANGELES
CHIME INSTITUTE'S SCHWARZENEGGER COMMUNITY,86,75,87,0,0,11,2,WOODLAND HILLS
ROSA PARKS ELEMENTARY,86,78,91,7,0,1,0,LYNWOOD
MIRAMONTE ELEMENTARY,86,86,100,0,0,0,0,EL MONTE
LOMA VISTA ELEMENTARY,86,84,98,2,0,0,0,WHITTIER
WEST WHITTIER ELEMENTARY,86,66,77,20,0,0,0,WHITTIER
COURREGES -ROCH- ELEMENTARY,86,79,92,6,0,1,0,FOUNTAIN VALLEY
LAGUNA ROAD ELEMENTARY,86,84,98,1,0,1,0,FULLERTON
RAYMOND ELEMENTARY,86,84,98,0,0,2,0,FULLERTON
RALPH E. HAWES ELEMENTARY,86,83,97,1,0,2,2,HUNTINGTON BEACH
VISTA VERDE,86,83,97,1,0,2,2,IRVINE
GUIN FOSS ELEMENTARY,86,67,78,18,0,1,1,SANTA ANA
WESTSIDE ELEMENTARY,86,84,98,2,0,0,0,THERMAL
CROWNE HILL ELEMENTARY,86,86,100,0,0,0,0,TEMECULA
MORENO ELEMENTARY,86,82,95,2,0,2,0,MONTCLAIR
MADERA ELEMENTARY,86,76,88,1,0,9,3,SIMI VALLEY
CAMINO GROVE ELEMENTARY,85,85,100,0,0,0,0,ARCADIA
NORTHLAKE HILLS ELEMENTARY,85,84,99,0,0,1,0,CASTAIC
MCKINLEY ELEMENTARY,85,84,99,1,0,0,0,COMPTON
FARRAGUT ELEMENTARY,85,76,89,3,0,6,0,CULVER CITY
ILEAD LANCASTER CHARTER,85,57,67,23,0,5,1,LANCASTER
SUPERIOR STREET ELEMENTARY,85,83,98,1,0,1,1,CHATSWORTH
EQUITAS ACADEMY CHARTER SCHOOL,85,82,96,3,0,0,0,LOS ANGELES
HARVARD ELEMENTARY,85,34,40,51,0,0,0,LOS ANGELES
ONE HUNDRED TWENTY-SECOND STREET ELEMENTARY,85,83,98,2,0,0,0,LOS ANGELES
WILSHIRE PARK ELEMENTARY,85,19,22,66,0,0,0,LOS ANGELES
PALISADES CHARTER ELEMENTARY,85,39,46,43,0,3,0,PACIFIC PALISADES
BURTON STREET ELEMENTARY,85,79,93,6,0,0,0,PANORAMA CITY
GLENWOOD ELEMENTARY,85,84,99,1,0,0,0,SUN VALLEY
MAYFLOWER ELEMENTARY,85,81,95,2,0,2,2,MONROVIA
FOSTER ROAD ELEMENTARY,85,70,82,13,1,1,1,LA MIRADA
ANNA M. GLAZIER ELEMENTARY,85,84,99,0,0,1,1,NORWALK
LOS CERRITOS,85,83,98,1,0,1,0,PARAMOUNT
COLLEGEWOOD ELEMENTARY,85,85,100,0,0,0,0,WALNUT VALLEY
MONTE VISTA ELEMENTARY,85,74,87,10,0,1,0,WEST COVINA
EASTSHORE ELEMENTARY,85,83,98,2,0,0,0,IRVINE
UNIVERSITY PARK ELEMENTARY,85,79,93,3,0,3,0,IRVINE
JORDAN ELEMENTARY,85,85,100,0,0,0,0,ORANGE
HERITAGE OAK PRIVATE ELEMENTARY,85,68,80,13,0,4,0,YORBA LINDA
ARLANZA ELEMENTARY,85,84,99,1,0,0,0,RIVERSIDE
GLEN AVON ELEMENTARY,85,80,94,5,0,0,0,JURUPA VALLEY
INA ARBUCKLE ELEMENTARY,85,84,99,1,0,0,0,JURUPA VALLEY
KATHY BINKS ELEMENTARY,85,81,95,4,0,0,0,FONTANA
UNIVERSITY PREPARATION SCHOOL AT CSU CHANNEL ISLANDS,85,83,98,0,0,2,0,CAMARILLO
PARADISE CANYON ELEMENTARY,84,80,95,0,1,3,0,LA CANADA
FELTON ELEMENTARY,84,73,87,11,0,0,0,LENNOX
CELERITY DYAD CHARTER,84,84,100,0,0,0,0,LOS ANGELES
OXNARD STREET ELEMENTARY,84,84,100,0,0,0,0,NORTH HOLLYWOOD
NEVADA AVENUE ELEMENTARY,84,82,98,2,0,0,0,WEST HILLS
HOWARD TANNER,84,77,92,7,0,0,0,PARAMOUNT
MINT CANYON COMMUNITY ELEMENTARY,84,71,85,13,0,0,0,CANYON COUNTRY
VINE ELEMENTARY,84,79,94,4,0,1,0,WEST COVINA
OXFORD PREPARATORY ACADEMY - SOUTH ORANGE COUNTY,84,66,79,4,0,14,2,MISSION VIEJO
VIEJO ELEMENTARY,84,80,95,1,1,2,0,MISSION VIEJO
BEECHWOOD ELEMENTARY,84,79,94,1,0,4,0,FULLERTON
ETHEL M. EVANS ELEMENTARY,84,82,98,2,0,0,0,GARDEN GROVE
JOHN STALLINGS ELEMENTARY,84,79,94,5,0,0,0,CORONA
FLOYD M. STORK ELEMENTARY,84,71,85,4,0,9,2,ALTA LOMA
CAPTAIN LELAND NORTON ELEMENTARY,84,81,96,3,0,0,0,SAN BERNARDINO
ASPEN ELEMENTARY,84,71,85,11,0,2,0,THOUSAND OAKS
POINSETTIA ELEMENTARY,84,72,86,5,0,7,0,VENTURA
LEAL -FRANK C.- ELEMENTARY,83,77,93,5,0,1,0,CERRITOS
RONALD E. MCNAIR ELEMENTARY,83,82,99,1,0,0,0,COMPTON
GAULDIN ELEMENTARY,83,82,99,0,0,1,1,DOWNEY
BITELY -ARLENE- ELEMENTARY,83,83,100,0,0,0,0,ROSEMEAD
LAKEVIEW ELEMENTARY,83,83,100,0,0,0,0,SANTA FE SPRINGS
N.E.W. ACADEMY CANOGA PARK,83,82,99,1,0,0,0,CANOGA PARK
EL SERENO ELEMENTARY,83,78,94,4,0,1,1,LOS ANGELES
LEXINGTON AVENUE PRIMARY CENTER,83,73,88,10,0,0,0,LOS ANGELES
N.E.W. ACADEMY OF SCIENCE AND ARTS,83,83,100,0,0,0,0,LOS ANGELES
LANKERSHIM ELEMENTARY,83,81,98,0,0,2,2,NORTH HOLLYWOOD
NAPA STREET ELEMENTARY,83,74,89,9,0,0,0,NORTHRIDGE
WEST HOLLYWOOD ELEMENTARY,83,25,30,55,0,3,2,WEST HOLLYWOOD
BELLA VISTA ELEMENTARY,83,78,94,2,0,3,0,MONTEREY PARK
MILDRED B. JANSON ELEMENTARY,83,79,95,2,0,2,0,ROSEMEAD
VILLACORTA ELEMENTARY,83,83,100,0,0,0,0,LA PUENTE
ROSEDELL ELEMENTARY,83,83,100,0,0,0,0,SAUGUS
NEWHOPE ELEMENTARY,83,82,99,0,0,1,0,SANTA ANA
JOHN R. PETERSON ELEMENTARY,83,70,84,8,0,5,0,HUNTINGTON BEACH
WILSON ELEMENTARY,83,73,88,10,0,0,0,COSTA MESA
CIRCLE VIEW ELEMENTARY,83,74,89,3,0,6,0,HUNTINGTON BEACH
RANCHO CANADA ELEMENTARY,83,72,87,9,1,1,0,LAKE FOREST
HOLDER ELEMENTARY,83,74,89,9,0,0,0,BUENA PARK
PALM VIEW ELEMENTARY,83,82,99,1,0,0,0,COACHELLA
PETER PENDLETON ELEMENTARY,83,82,99,1,0,0,0,COACHELLA
JOHN F. KENNEDY ELEMENTARY,83,82,99,0,0,1,0,INDIO
DE ANZA ELEMENTARY,83,79,95,2,0,2,0,SAN JACINTO
HOWARD INGHRAM ELEMENTARY,83,82,99,1,0,0,0,SAN BERNARDINO
MOUNTAIN VIEW ELEMENTARY,82,78,95,4,0,0,0,AZUSA
FRED EKSTRAND ELEMENTARY,82,78,95,2,0,2,0,SAN DIMAS
TIBBY ELEMENTARY,82,78,95,4,0,0,0,COMPTON
TWAIN ELEMENTARY,82,76,93,1,0,5,2,LONG BEACH
EXTERA PUBLIC,82,69,84,12,0,1,0,LOS ANGELES
LA SALLE AVENUE ELEMENTARY,82,27,33,55,0,0,0,LOS ANGELES
MT. WASHINGTON ELEMENTARY,82,20,24,60,0,2,2,LOS ANGELES
STONEHURST AVENUE ELEMENTARY,82,79,96,3,0,0,0,SUN VALLEY
MOUNTAIN VIEW ELEMENTARY,82,76,93,5,0,1,0,TUJUNGA
ROOSEVELT ELEMENTARY,82,82,100,0,0,0,0,LYNWOOD
MONTEMALAGA ELEMENTARY,82,75,91,5,0,2,1,PALOS VERDES ESTATES
VEJAR ELEMENTARY,82,80,98,2,0,0,0,POMONA
RORIMER ELEMENTARY,82,80,98,1,0,1,1,LA PUENTE
KILLIAN ELEMENTARY,82,79,96,0,0,3,0,ROWLAND HEIGHTS
ROWLAND ELEMENTARY,82,80,98,1,0,1,0,ROWLAND HEIGHTS
CHARLES HELMERS ELEMENTARY,82,79,96,1,0,2,2,VALENCIA
TOWERS ELEMENTARY,82,80,98,2,0,0,0,TORRANCE
SANTA CLARITA VALLEY INTERNATIONAL,82,53,65,13,0,16,16,CASTAIC
ROBERT C. FISLER ELEMENTARY,82,81,99,0,0,1,0,FULLERTON
STANFORD ELEMENTARY,82,76,93,5,0,1,1,GARDEN GROVE
TOP OF THE WORLD ELEMENTARY,82,76,93,6,0,0,0,LAGUNA BEACH
CHAPMAN HILLS ELEMENTARY,82,65,79,16,0,1,0,ORANGE
JOSE SEPULVEDA ELEMENTARY,82,78,95,3,1,0,0,SANTA ANA
VALLE VISTA ELEMENTARY,82,80,98,1,0,1,0,RANCHO CUCAMONGA
EDWIN RHODES ELEMENTARY,82,80,98,0,0,2,0,CHINO
MICHAEL D'ARCY ELEMENTARY,82,73,89,9,0,0,0,FONTANA
CHAPARRAL ELEMENTARY,82,80,98,2,0,0,0,FONTANA
DEL ROSA ELEMENTARY,82,77,94,4,0,1,0,SAN BERNARDINO
HOLCOMB ELEMENTARY,82,79,96,3,0,0,0,SAN BERNARDINO
HUENEME ELEMENTARY,82,79,96,3,0,0,0,PORT HUENEME
PLEASANT VIEW ELEMENTARY,81,78,96,2,0,1,0,BALDWIN PARK
BRET HARTE ELEMENTARY,81,80,99,0,0,1,0,BURBANK
SHIRPSER ELEMENTARY,81,81,100,0,0,0,0,EL MONTE
DURFEE ELEMENTARY,81,77,95,3,0,1,0,PICO RIVERA
NEW CITY,81,65,80,12,0,4,0,LONG BEACH
EL ORO WAY CHARTER FOR ENRICHED STUDIES,81,79,98,0,0,2,2,GRANADA HILLS
ANGELES MESA ELEMENTARY,81,23,28,58,0,0,0,LOS ANGELES
SEVENTY-FOURTH STREET ELEMENTARY,81,62,77,19,0,0,0,LOS ANGELES
VINE STREET ELEMENTARY,81,75,93,6,0,0,0,LOS ANGELES
CAPISTRANO AVENUE ELEMENTARY,81,73,90,8,0,0,0,WEST HILLS
SAN ANTONIO ELEMENTARY,81,81,100,0,0,0,0,POMONA
BLANDFORD ELEMENTARY,81,79,98,1,1,0,0,ROWLAND HEIGHTS
CEDARCREEK ELEMENTARY,81,81,100,0,0,0,0,CANYON COUNTRY
TORRANCE ELEMENTARY,81,77,95,2,0,2,0,TORRANCE
EVERGREEN ELEMENTARY,81,81,100,0,0,0,0,DIAMOND BAR
A. E. ARNOLD ELEMENTARY,81,74,91,7,0,0,0,CYPRESS
VALENCIA PARK ELEMENTARY,81,80,99,1,0,0,0,FULLERTON
MITCHELL ELEMENTARY,81,78,96,3,0,0,0,GARDEN GROVE
SAINT BONAVENTURE SCHOOL,81,74,91,5,0,2,0,HUNTINGTON BEACH
SERRA CATHOLIC ELEMENTARY,81,72,89,0,0,9,0,RANCHO SANTA MARGARITA
CALVARY CHAPEL HIGH MARANATHA CHRISTIAN,81,73,90,1,0,7,1,SANTA ANA
QUAIL VALLEY ELEMENTARY,81,77,95,2,1,1,0,QUAIL VALLEY
ALICIA CORTEZ ELEMENTARY,81,79,98,2,0,0,0,CHINO
ANNA A. BORBA FUNDAMENTAL ELEMENTARY,81,81,100,0,0,0,0,CHINO
TOKAY ELEMENTARY,81,81,100,0,0,0,0,FONTANA
VIRGINIA PRIMROSE ELEMENTARY,81,78,96,2,0,1,1,FONTANA
FRANK E. WOODRUFF ELEMENTARY,80,78,98,2,0,0,0,BELLFLOWER
GEORGE WASHINGTON ELEMENTARY,80,72,90,7,0,1,1,BURBANK
RALPH EMERSON ELEMENTARY,80,79,99,0,0,1,0,BURBANK
THOMAS EDISON ELEMENTARY,80,80,100,0,0,0,0,BURBANK
CONDIT ELEMENTARY,80,76,95,0,0,4,0,CLAREMONT
NORTH RANCHITO ELEMENTARY,80,80,100,0,0,0,0,PICO RIVERA
YERBA BUENA ELEMENTARY,80,64,80,6,0,10,2,AGOURA HILLS
NAPLES ELEMENTARY,80,55,69,21,0,4,0,LONG BEACH
WESTERN AVENUE ELEMENTARY,80,45,56,35,0,0,0,LOS ANGELES
HAMLIN CHARTER ACADEMY,80,74,93,5,0,1,1,WEST HILLS
OAK HILLS ELEMENTARY,80,71,89,6,0,3,0,VALENCIA
INGENIUM CHARTER,80,77,96,1,0,2,2,CANOGA PARK
COMMUNITY ROOTS ACADEMY,80,47,59,25,0,8,0,ALISO VIEJO
PACIFIC DRIVE ELEMENTARY,80,78,98,0,0,2,1,FULLERTON
FAYLANE ELEMENTARY,80,78,98,2,0,0,0,GARDEN GROVE
R. F. HAZARD ELEMENTARY,80,79,99,1,0,0,0,SANTA ANA
SANTIAGO HILLS ELEMENTARY,80,69,86,10,0,1,0,IRVINE
FELIX J. APPLEBY ELEMENTARY,80,72,90,5,0,3,0,BLYTHE
GEORGE VISUAL AND PERFORMING ARTS MAGNET AND MIDDLE,80,75,94,5,0,0,0,ADELANTO
THOMPSON ELEMENTARY,80,77,96,1,0,2,0,HIGHLAND
PALM AVENUE ELEMENTARY,80,79,99,1,0,0,0,SAN BERNARDINO
RANCHO ROSAL ELEMENTARY,80,77,96,0,0,3,0,CAMARILLO
PARK ELEMENTARY,79,75,95,2,0,2,0,ALHAMBRA
RAMONA ELEMENTARY,79,78,99,1,0,0,0,ALHAMBRA
HAWTHORNE ELEMENTARY,79,52,66,19,1,7,0,BEVERLY HILLS
WILLIAM MCKINLEY ELEMENTARY,79,77,97,2,0,0,0,BURBANK
LA CRESCENTA ELEMENTARY,79,73,92,4,1,1,1,LA CRESCENTA
WORKMAN ELEMENTARY,79,74,94,4,0,1,0,LA PUENTE
ENCINO CHARTER ELEMENTARY,79,71,90,6,2,0,0,ENCINO
NORMONT ELEMENTARY,79,40,51,39,0,0,0,HARBOR CITY
DR. SAMMY LEE MEDICAL AND HEALTH SCIENCE MAGNET ELEMENTARY,79,74,94,5,0,0,0,LOS ANGELES
OCEAN CHARTER,79,34,43,0,0,45,17,LOS ANGELES
DEARBORN ELEMENTARY CHARTER ACADEMY,79,71,90,7,0,1,0,NORTHRIDGE
MEADOW GREEN ELEMENTARY,79,76,96,0,0,3,0,WHITTIER
PALMDALE LEARNING PLAZA,79,76,96,0,0,3,0,PALMDALE
ARMSTRONG ELEMENTARY,79,77,97,1,0,1,1,DIAMOND BAR
RIO VISTA ELEMENTARY,79,64,81,12,3,0,0,CANYON COUNTRY
JOHN ADAMS ELEMENTARY,79,67,85,10,0,2,0,TORRANCE
DANIEL PHELAN ELEMENTARY,79,78,99,1,0,0,0,WHITTIER
GEORGE B. MILLER ELEMENTARY,79,75,95,4,0,0,0,LA PALMA
HERITAGE ELEMENTARY,79,79,100,0,0,0,0,SANTA ANA
MEADOW PARK,79,63,80,12,0,4,0,IRVINE
SONORA ELEMENTARY,79,69,87,8,0,2,0,COSTA MESA
WESTMONT ELEMENTARY,79,78,99,0,0,1,0,WESTMINSTER
CRESCENT ELEMENTARY,79,76,96,1,2,0,0,ANAHEIM
HANDY ELEMENTARY,79,75,95,3,0,1,0,ORANGE
ROSEMARY KENNEDY ELEMENTARY,79,73,92,2,0,4,0,RIVERSIDE
JULIUS CORSINI ELEMENTARY,79,72,91,7,0,0,0,DESERT HOT SPRINGS
"IMAGINE SCHOOLS, RIVERSIDE COUNTY",79,75,95,3,0,1,1,COACHELLA
HIGHLAND PACIFIC ELEMENTARY,79,75,95,3,0,1,0,HIGHLAND
KENNEDY -JOHN F.- ELEMENTARY,78,70,90,4,0,4,0,ARTESIA
HAWAIIAN ELEMENTARY,78,76,97,2,0,0,0,HAWAIIAN GARDENS
DON JULIAN ELEMENTARY,78,75,96,3,0,0,0,LA PUENTE
EDGEWOOD ACADEMY,78,77,99,0,0,1,0,LA PUENTE
CHAPARRAL ELEMENTARY,78,76,97,1,0,1,0,CLAREMONT
JEFFERSON ELEMENTARY,78,78,100,0,0,0,0,COMPTON
WILLARD -FRANCES E.- ELEMENTARY,78,75,96,2,0,1,0,ROSEMEAD
LOS ALTOS ELEMENTARY,78,69,88,9,0,0,0,HACIENDA HEIGHTS
HUNTINGTON PARK ELEMENTARY,78,75,96,3,0,0,0,HUNTINGTON PARK
SOUTH REGION ELEMENTARY 10,78,43,55,35,0,0,0,LOS ANGELES
ARMINTA STREET ELEMENTARY,78,70,90,7,0,1,1,NORTH HOLLYWOOD
BERTRAND AVENUE ELEMENTARY,78,75,96,3,0,0,0,RESEDA
LA PRIMARIA ELEMENTARY,78,77,99,1,0,0,0,EL MONTE
TWIN LAKES ELEMENTARY,78,75,96,1,0,2,0,EL MONTE
RANCHO VISTA ELEMENTARY,78,54,69,17,0,7,0,ROLLING HILLS ESTATES
MARK KEPPEL,78,71,91,4,3,0,0,PARAMOUNT
LEXINGTON ELEMENTARY,78,77,99,1,0,0,0,POMONA
NORTHAM ELEMENTARY,78,77,99,1,0,0,0,LA PUENTE
CYRUS J. MORRIS ELEMENTARY,78,73,94,5,0,0,0,WALNUT
MERCED ELEMENTARY,78,78,100,0,0,0,0,WEST COVINA
POVERELLO OF ASSISI PRESCHOOL,78,73,94,2,0,3,0,SYLMAR
CASTILLE ELEMENTARY,78,67,86,8,0,3,0,MISSION VIEJO
JULIET MORRIS ELEMENTARY,78,75,96,1,0,2,0,CYPRESS
ENDERS ELEMENTARY,78,72,92,1,0,5,5,GARDEN GROVE
THOMAS PAINE ELEMENTARY,78,75,96,1,0,2,0,GARDEN GROVE
WALT DISNEY ELEMENTARY,78,78,100,0,0,0,0,ANAHEIM
PAULARINO ELEMENTARY,78,58,74,14,0,6,0,COSTA MESA
POMONA ELEMENTARY,78,71,91,7,0,0,0,COSTA MESA
ROBINSON ELEMENTARY,78,74,95,2,0,2,0,TRABUCO CANYON
CERRITOS ELEMENTARY,78,64,82,13,0,1,0,ANAHEIM
VALLEY VIEW ELEMENTARY,78,78,100,0,0,0,0,NUEVO
FRENCH VALLEY ELEMENTARY,78,73,94,2,1,2,0,WINCHESTER
OAK RIDGE ELEMENTARY,78,72,92,4,0,2,0,CHINO HILLS
HOPE ACADEMY CHARTER,78,43,55,27,0,8,0,YUCCA VALLEY
E. NEAL ROBERTS ELEMENTARY,78,78,100,0,0,0,0,SAN BERNARDINO
KENDALL ELEMENTARY,78,78,100,0,0,0,0,SAN BERNARDINO
MAGNOLIA ELEMENTARY,78,72,92,1,0,5,0,UPLAND
MADRONA ELEMENTARY,78,55,71,20,0,3,1,THOUSAND OAKS
R. L. STEVENSON ELEMENTARY,77,72,94,5,0,0,0,BURBANK
BADILLO ELEMENTARY,77,72,94,4,0,1,0,COVINA
DURFEE ELEMENTARY,77,75,97,2,0,0,0,EL MONTE
HILLCREST ELEMENTARY,77,72,94,3,0,2,0,MONTEREY PARK
NINTH STREET ELEMENTARY,77,53,69,24,0,0,0,LOS ANGELES
CANTARA STREET ELEMENTARY,77,75,97,2,0,0,0,RESEDA
ASPIRE GATEWAY ACADEMY,77,76,99,0,0,1,1,SOUTH GATE
ANATOLA AVENUE ELEMENTARY,77,77,100,0,0,0,0,VAN NUYS
CESAR CHAVEZ ELEMENTARY,77,76,99,1,0,0,0,NORWALK
MADISON ELEMENTARY,77,70,91,3,1,3,0,PASADENA
SAN RAFAEL ELEMENTARY,77,64,83,12,0,1,0,PASADENA
ANAVERDE HILLS,77,68,88,4,0,5,2,PALMDALE
MAMIE L. NORTHCUTT ELEMENTARY,77,64,83,13,0,0,0,FOUNTAIN VALLEY
SUNNYSIDE ELEMENTARY,77,66,86,10,0,1,1,GARDEN GROVE
JOHN H. EADER ELEMENTARY,77,68,88,4,1,4,1,HUNTINGTON BEACH
HOFFER ELEMENTARY,77,73,95,2,0,2,2,BANNING
JURUPA VISTA ELEMENTARY,77,73,95,3,0,1,1,FONTANA
FRIENDLY HILLS ELEMENTARY,77,70,91,6,0,1,0,JOSHUA TREE
VISTA GRANDE ELEMENTARY,77,76,99,0,0,1,1,ONTARIO
HENRY ELEMENTARY,77,75,97,0,0,2,2,RIALTO
LYTLE CREEK ELEMENTARY,77,77,100,0,0,0,0,SAN BERNARDINO
RAMONA-ALESSANDRO ELEMENTARY,77,77,100,0,0,0,0,SAN BERNARDINO
CITRUS ELEMENTARY,77,69,90,7,0,1,0,UPLAND
RIO DEL MAR,77,72,94,4,1,0,0,OXNARD
WASHINGTON ELEMENTARY,76,66,87,10,0,0,0,COMPTON
LA COLIMA ELEMENTARY,76,69,91,6,0,1,0,WHITTIER
RIO HONDO ELEMENTARY,76,71,93,4,0,1,1,ARCADIA
PURCHE AVENUE ELEMENTARY,76,39,51,37,0,0,0,GARDENA
BREED STREET ELEMENTARY,76,57,75,19,0,0,0,LOS ANGELES
DELEVAN DRIVE ELEMENTARY,76,68,89,6,0,2,2,LOS ANGELES
LINCOLN ELEMENTARY,76,67,88,9,0,0,0,LYNWOOD
WILLARD F. PAYNE ELEMENTARY,76,75,99,1,0,0,0,EL MONTE
THOMAS B. MOFFITT ELEMENTARY,76,70,92,4,0,2,2,NORWALK
EARL WARREN ELEMENTARY,76,75,99,1,0,0,0,GARDEN GROVE
DEMILLE ELEMENTARY,76,73,96,2,0,1,1,MIDWAY CITY
CHESTER W. MORRISON ELEMENTARY,76,74,97,0,0,2,0,MENIFEE
SUGAR HILL ELEMENTARY,76,70,92,4,0,2,2,MORENO VALLEY
ERNEST GARCIA ELEMENTARY,76,75,99,1,0,0,0,COLTON
WILLOW ELEMENTARY,75,74,99,1,0,0,0,LAKEWOOD
LA VERNE HEIGHTS ELEMENTARY,75,73,97,0,0,2,2,LA VERNE
WALT DISNEY ELEMENTARY,75,68,91,5,0,2,0,BURBANK
LUCILLE J. SMITH ELEMENTARY,75,72,96,3,0,0,0,LAWNDALE
ALLESANDRO ELEMENTARY,75,59,79,15,0,1,0,LOS ANGELES
IVANHOE ELEMENTARY,75,74,99,0,0,1,0,LOS ANGELES
LORETO STREET ELEMENTARY,75,68,91,7,0,0,0,LOS ANGELES
MULTNOMAH STREET ELEMENTARY,75,58,77,17,0,0,0,LOS ANGELES
CRESTWOOD STREET ELEMENTARY,75,73,97,1,0,1,0,RANCHO PALOS VERDES
WOODLAKE ELEMENTARY COMMUNITY CHARTER,75,67,89,5,0,3,1,WOODLAND HILLS
DESERT CHRISTIAN SCHOOLS,75,73,97,0,0,2,0,LANCASTER
AMERICAN MARTYRS SCHOOL,75,72,96,1,0,2,0,MANHATTAN BEACH
ARTHUR F. COREY ELEMENTARY,75,72,96,2,0,1,0,BUENA PARK
LAKEVIEW ELEMENTARY,75,73,97,0,0,2,0,YORBA LINDA
MARINERS CHRISTIAN,75,62,83,2,5,6,0,COSTA MESA
RED HILL LUTHERAN,75,67,89,3,0,5,0,TUSTIN
JOHN ADAMS ELEMENTARY,75,72,96,1,0,2,0,CORONA
CROSSROADS CHRISTIAN SCHOOLS,75,70,93,3,0,2,0,CORONA
HELENDALE ELEMENTARY,75,47,63,25,0,3,0,HELENDALE
VALLEY OF ENCHANTMENT ELEMENTARY,75,71,95,0,0,4,0,CRESTLINE
BARTON ELEMENTARY,75,73,97,2,0,0,0,SAN BERNARDINO
COMPETITIVE EDGE CHARTER ACADEMY -CECA-,75,74,99,1,0,0,0,YUCAIPA
BANYAN ELEMENTARY,75,67,89,8,0,0,0,NEWBURY PARK
CERRITOS ELEMENTARY,74,55,74,18,0,1,1,GLENDALE
LORENA STREET ELEMENTARY,74,74,100,0,0,0,0,LOS ANGELES
LOS ANGELES LEADERSHIP PRIMARY ACADEMY,74,59,80,15,0,0,0,LOS ANGELES
PALMS ELEMENTARY,74,68,92,6,0,0,0,LOS ANGELES
TOPANGA LEARN-CHARTER ELEMENTARY,74,50,68,15,0,9,0,TOPANGA
CALABASH CHARTER ACADEMY,74,67,91,5,1,1,0,WOODLAND HILLS
BIRNEY ELEMENTARY,74,71,96,0,0,3,0,REDONDO BEACH
MCKINLEY ELEMENTARY,74,71,96,3,0,0,0,SAN GABRIEL
ARLINGTON ELEMENTARY,74,70,95,4,0,0,0,TORRANCE
EVELYN CARR ELEMENTARY,74,71,96,1,0,2,0,TORRANCE
ORANGEWOOD ELEMENTARY,74,72,97,0,0,2,0,WEST COVINA
JEFFERSON -THOMAS- ELEMENTARY,74,74,100,0,0,0,0,ANAHEIM
ARROYO VISTA ELEMENTARY,74,67,91,5,0,2,2,RANCHO SANTA MARGARITA
MARBLEHEAD ELEMENTARY,74,57,77,7,2,8,0,SAN CLEMENTE
FAIRHAVEN ELEMENTARY,74,73,99,1,0,0,0,SANTA ANA
FRYBERGER ELEMENTARY,74,72,97,2,0,0,0,WESTMINSTER
ST. SIMON AND ST. JUDE ELEMENTARY,74,65,88,6,0,3,0,HUNTINGTON BEACH
VISTA DEL MONTE ELEMENTARY,74,67,91,7,0,0,0,PALM SPRINGS
MCKINLEY ELEMENTARY,74,68,92,2,1,3,1,REDLANDS
RIO VISTA ELEMENTARY,74,71,96,1,0,2,0,FILLMORE
LOMA VISTA ELEMENTARY,74,57,77,14,0,3,0,VENTURA
GROVECENTER ELEMENTARY,73,71,97,2,0,0,0,WEST COVINA
JERSEY AVENUE ELEMENTARY,73,63,86,10,0,0,0,SANTA FE SPRINGS
VAN GOGH CHARTER,73,68,93,5,0,0,0,GRANADA HILLS
CAMINO NUEVO CHARTER ACADEMY NO. 4,73,61,84,12,0,0,0,LOS ANGELES
KENTWOOD ELEMENTARY,73,53,73,19,0,1,0,LOS ANGELES
ONE HUNDRED TWELFTH STREET ELEMENTARY,73,70,96,3,0,0,0,LOS ANGELES
ROSEWOOD PARK,73,73,100,0,0,0,0,CITY OF COMMERCE
VISTA GRANDE ELEMENTARY,73,59,81,8,0,6,0,RANCHO PALOS VERDES
OLINDA ELEMENTARY,73,72,99,1,0,0,0,BREA
WAGON WHEEL ELEMENTARY,73,62,85,8,0,3,1,COTO DE CAZA
MORNINGSIDE ELEMENTARY,73,70,96,3,0,0,0,GARDEN GROVE
EVERETT A. REA ELEMENTARY,73,65,89,8,0,0,0,COSTA MESA
MAUDE B. DAVIS ELEMENTARY,73,63,86,6,0,4,2,COSTA MESA
GLENKNOLL ELEMENTARY,73,68,93,0,0,5,0,YORBA LINDA
JOHN ADAMS ELEMENTARY,73,71,97,2,0,0,0,LA QUINTA
MARIANA ACADEMY,73,69,95,1,0,3,0,APPLE VALLEY
MESA GRANDE ELEMENTARY,73,68,93,3,1,1,0,HESPERIA
ARROYO ELEMENTARY,73,71,97,1,0,1,0,ONTARIO
JUANITA BLAKELY JONES ELEMENTARY,73,69,95,4,0,0,0,SAN BERNARDINO
