"Carrier Name","Carrier Location","Carrier Status","Allowed to Operate","Watchlist Reason","Fleet Size","BASIC Status","SAFER Details"
"Arana Tour Line","Bakersfield, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=PZUUx3SiYkQ=&DOCKET=w4h93VZ/dIE=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1796897"
"Ascension Tours","Los Angeles, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=A8yHjazPRi8=&DOCKET=vhaoiKmenZE=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=282040"
"Atlantis Ventures Llc","Lancaster, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=Wl5w4Y+F+I4=&DOCKET=SVTdzU3wIdU=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2410369"
"B & B Tours","Salinas, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=iBi2f4JYJE8=&DOCKET=dUxH02779D4=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1821761"
"Baja International Transportation Llc","Chula Vista, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=XaqiF3+NAkg=&DOCKET=e60yOpUvzd4=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2441294"
"Barnes Charters, Inc.","Ventura, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=T6uILqTq4Xo=&DOCKET=lEB9wi35xUY=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1310919"
"Black Onyx Limo","El Cajon, CA","Insufficient","Yes",,6,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=K4qdiMFkOfg=&DOCKET=+fsZq12IS7U=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2395849"
"Blue Ribbon Bus Lines","Inglewood, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=FLKlLFE2tbE=&DOCKET=eAW/2F+mJ+w=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1401923"
"Califormula Party Bus","Maywood, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=LWyZsdAOpMI=&DOCKET=MaALh6b/Naw=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2456948"
"California Wonders Charters","Sylmar, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=KJVhDAdjMDE=&DOCKET=+6pYnSEvUHg=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1830616"
"Caribbean Pacific Bus Llc","San Bernardino, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=r12PFqZErtg=&DOCKET=N4UDcFYz8nM=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=760595"
"Chino Valley Tours","Chino, CA","Insufficient","Yes",,3,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=lCk1zw5Q7QA=&DOCKET=5SHoviSwd84=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1441865"
"Coast Coach Inc","Alhambra, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=bo1H3wQSRpE=&DOCKET=aIdrVceHy3U=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2406804"
"Coast Ii Coast Services","San Diego, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=F3Y7mFjs7lI=&DOCKET=MRjycdf/478=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2410269"
"E C Tours","Stockton, CA","Insufficient","Yes",,2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=G+x8+ujk5fU=&DOCKET=Frx2gEO5feE=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2341732"
"Elizalde'S Charter Inc","Downey, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=gYILUSOmZrQ=&DOCKET=whfiJoAaFd0=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1845863"
"Fiji Tours","Bellflower, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=09ijhQ2jb9U=&DOCKET=1LGSi5jD1Uo=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1793277"
"Go Go Tours","Van Nuys, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=BDV1O11WlNk=&DOCKET=WCP8uEW6yD0=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1853397"
"Golden Int'L Express Inc","El Monte, CA","Insufficient","Yes",,6,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=oypSGXbWggE=&DOCKET=GjRJfwWK9kE=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2411460"
"Great Holiday Tours","San Francisco, CA","Insufficient","Yes",,6,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=pyIdMfTjAZ0=&DOCKET=GPGKKRlwYq4=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1738032"
"Green River Tours","Huntington Park, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=RxBwhiwX28w=&DOCKET=soKBAVhchDA=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1502295"
"Harbor View Tours Inc","Wilmington, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=1GkZOB0EHlg=&DOCKET=QyYuRF7iYTI=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2414103"
"Hi Ho Silver Travels","Milpitas, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=SFwJvWkvdzE=&DOCKET=wrEsdjYfUMg=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2274121"
"International Coach Services","San Ysidro, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=WwxvdpxXswE=&DOCKET=b2f6bEYkyZc=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=698418"
"Jma Luxury Travel Inc","Poway, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=H+WsZBkGfsM=&DOCKET=MXPvH7iGuoI=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2195886"
"Jsc Travel Inc","Alhambra, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=M2KKt+bFW70=&DOCKET=BrLM5R7gQKQ=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2312858"
"Jtr Music Tour Bus Llc","San Diego, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=difhl3A3PJA=&DOCKET=BHdFVs1Sdwo=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2172648"
"Kingwood Tours","Compton, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=iqjHbHCf1iM=&DOCKET=tsg8QzqjYig=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=523048"
"L & C'S Tours","Carson, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=NJTj/vMhKlQ=&DOCKET=G3D/zr1d9mE=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=817349"
"Lucky Fly Charter Inc","San Francisco, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=sKoT9BC6RVU=&DOCKET=3hg/Y/EyMBI=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2066639"
"Luxurious Phoenix Corporation","City Of Industry, CA","Insufficient","Yes",,3,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=qYXyzftAw5o=&DOCKET=REBC5tUOBO0=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2376938"
"M&J Transportation Inc","Inglewood, CA","Insufficient","Yes",,6,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=IEZCT8XvAo8=&DOCKET=QZ6CQdOQfYk=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2328099"
"Megabus.Com","Anaheim, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=nLDSG1UYfhM=&DOCKET=8/dD68KwW+Q=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20103"
"Mirandas Charters & Tours","Pico Rivera, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=phsg0Qv5Xgs=&DOCKET=tSWFLjjwjLA=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2363887"
"Newjet Tours, Inc.","Walnut, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=suktJ1ilNmw=&DOCKET=zVH33J7+7T4=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1621448"
"Noah Coach Inc","Pomona, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=vLFft+/exMI=&DOCKET=VjcnHD793zc=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2375252"
"Nor Cal Charter Inc","San Francisco, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=8efPdBtsi/g=&DOCKET=s6VtAAy7t1I=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2356444"
"Pacific Flyway Charter","Highland, CA","Insufficient","Yes",,2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=lhwfyloDCvI=&DOCKET=F/HgysZ10K4=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2306037"
"Peerless Stages, Inc.,","Oakland, CA","Insufficient","Yes",,2,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=Nq+HYVcj0v4=&DOCKET=UTej3CsPmac=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=80354"
"Rabbit Express Shuttle","Downey, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=hlj3e6RgtXM=&DOCKET=GDzDPli4go0=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2310821"
"South Bay Coach","San Pedro, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=yFbXPL2bdCQ=&DOCKET=gYgllvzWgF8=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=291993"
"Sun Pac Travel","Norwalk, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=h/7KST+n4qE=&DOCKET=CM/Y+2Umzds=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=448432"
"Talk Of The Town Tours Inc","Waterford, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=zzl1g1EcueA=&DOCKET=SVe5+tv0bYA=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1406317"
"Tauros Tours Corporation","Los Angeles, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=bo9DiKcTJnc=&DOCKET=/Ag2UVsOVWc=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1079304"
"The Brothers Charter","El Monte, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=xkiABbXocps=&DOCKET=v5CUfHOjtB0=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=649626"
"The Bus","Montebello, CA","Insufficient","Yes",,3,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=pCZOJS47cIY=&DOCKET=kXxtGi8ghO0=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1849751"
"Tour 21","Valley Village, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=eVHJPKNyHOc=&DOCKET=FQIE9Djmyhw=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1500552"
"Trans M. A. P. P., Inc.","Los Angeles, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=hmrkOppvZ/c=&DOCKET=5m/LSYYZizI=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=540088"
"Turismo Aries","San Jose, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=NPcDft4gplE=&DOCKET=xHNe3t+D+M8=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2357902"
"United Coach Inc","El Monte, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=t74FHbDCX9c=&DOCKET=qH4+kl/1g6k=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2133377"
"Us Skyline Inc","Los Angeles, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=F14YF4u4/nU=&DOCKET=zGb8wqgUdZk=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2388904"
"Usa  Holiday","Alhambra, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=Yr6CAVRFlVk=&DOCKET=nTytwFIcCIE=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=809233"
"Ventura County Airporter","Ventura, CA","Insufficient","Yes",,9,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=UG121eOPiHg=&DOCKET=6HWOIsgTjlA=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=881683"
"World Trips","Paramount, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=WiexRDq7Km4=&DOCKET=cADRQ/+uCOA=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1432124"
"Wynn Services Inc","Alhambra, CA","Insufficient","Yes",,1,"http://ai.fmcsa.dot.gov/PassengerSearch/carrier_detail.aspx?DOT=51yGX/15AmA=&DOCKET=pvuHZ4qWj50=","http://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2433836"
